BlockNumber;Time Since Block start in ms;EventType;isHit;Scheiben Nummer (in Sequence);MousePosX;MousePosY;Scheiben Pos X;Scheiben Pos Y;Scheiben Velocity;Scheiben Durchmesser;Zeit of Existence;Maximale Existenzzeit;Anzahl an Scheiben aktuell present
1;1.37677;instantiate;0;3;0.6431023;0.7797695;0.4201019;0.4308834;2.099772;0;0;2.935895;17
1;1.393784;mouse;1;3;0.6431023;0.7797695;0.6318382;0.7847588;2.963295;0.9510565;1.053955;2.351085;5
1;1.852646;instantiate;0;4;0.8984214;0.574904;0.1507695;0.8601735;2.42749;0;0;2.275041;18
1;1.937737;mouse;1;4;0.9094029;0.581306;0.9078477;0.5750237;2.080591;0.8356267;1.054111;3.249555;5
1;2.41386;instantiate;0;5;0.4543583;0.2253521;0.2223485;0.8180891;2.573102;0;0;3.477652;19
1;2.583736;mouse;1;5;0.4001373;0.1997439;0.4029312;0.2104398;1.852617;0.9194527;1.206966;2.935895;5
1;2.80489;instantiate;0;6;0.1990391;0.3866837;0.4006357;0.2759816;2.309423;0;0;2.85293;20
1;3.111176;mouse;1;6;0.1070693;0.6555698;0.1062984;0.63504;1.890432;0.9623516;1.25853;2.275041;5
1;3.145248;instantiate;0;7;0.108442;0.6350832;0.2671705;0.3012712;2.070757;0;0;3.042626;21
1;3.604698;instantiate;0;8;0.3665065;0.7938541;0.477926;0.214608;2.978498;0;0;2.931858;22
1;3.842697;mouse;1;8;0.379547;0.878361;0.3768575;0.8950963;2.101829;0.9200583;1.428837;3.477652;6
1;4.012978;instantiate;0;9;0.3850378;0.8399488;0.8553745;0.6941613;3.428435;0;0;2.940309;23
1;4.489624;instantiate;0;10;0.3891558;0.3725992;0.3808252;0.7172504;2.11614;0;0;2.229061;24
1;4.795723;mouse;1;10;0.3706246;0.3085788;0.3730967;0.3458772;1.752587;0.9149997;1.191025;2.931858;7
1;5.050518;instantiate;0;11;0.2937543;0.1434059;0.6106261;0.886591;2.105178;0;0;2.440751;25
1;5.509594;instantiate;0;12;0.1949211;0.2151088;0.4559541;0.9320641;2.426045;0;0;3.09559;26
1;5.662663;destroy;0;12;0.2306108;0.1498079;0.2798277;0.1422422;2.309423;0;2.857773;2.85293;26
1;5.866592;mouse;0;12;0.2834592;0.3008963;0.1938417;0.2810159;1.811821;0.548039;2.721344;3.042626;6
1;6.18943;destroy;0;13;0.4227865;0.1638924;0.1811159;0.3333739;2.070757;0;3.044182;3.042626;26
1;6.733742;destroy;0;13;0.6444749;0.2944942;0.5440065;0.5481248;2.11614;0;2.244118;2.229061;26
1;6.954647;destroy;0;13;0.6382979;0.631242;0.7928408;0.6991457;3.428435;0;2.941669;2.940309;26
1;7.498878;destroy;0;13;0.6472203;0.5454546;0.6430328;0.5757539;2.105178;0;2.44836;2.440751;26
1;8.621002;destroy;0;13;0.5175017;1.065301;0.2766532;0.5129821;2.426045;0;3.111408;3.09559;26
2;0;instantiate;0;0;-0.1242279;-0.37516;0.6396176;0.8821838;2.624063;0;0;2.829843;27
2;0.5788231;instantiate;0;1;-0.1242279;-0.37516;0.8200483;0.3790896;2.70463;0;0;3.27794;28
2;1.072395;instantiate;0;2;-0.1242279;-0.37516;0.5855352;0.9419046;2.16922;0;0;3.278091;29
2;1.480545;instantiate;0;3;-0.1242279;-0.37516;0.1063878;0.15775;2.512544;0;0;3.080394;30
2;1.991257;instantiate;0;4;-0.1242279;-0.37516;0.7490512;0.1179354;2.485621;0;0;2.534734;31
2;2.419037;instantiate;0;5;-0.1242279;-0.37516;0.4662839;0.63619;2.223964;0;0;3.101735;32
2;2.844238;destroy;0;5;-0.1242279;-0.37516;0.6985298;0.3237346;2.624063;0;2.844238;2.829843;32
2;2.946285;instantiate;0;6;-0.1242279;-0.37516;0.7484807;0.4499675;2.268477;0;0;3.251575;33
2;3.439426;instantiate;0;7;-0.1242279;-0.37516;0.7337248;0.5939033;2.605763;0;0;2.86857;34
2;3.867794;destroy;0;7;-0.1242279;-0.37516;0.6362596;0.180296;2.70463;0;3.288971;3.27794;34
2;3.867794;instantiate;0;8;-0.1242279;-0.37516;0.08871847;0.4088717;2.195418;0;0;3.411481;35
2;4.2668;instantiate;0;9;-0.1242279;-0.37516;0.7132739;0.3904875;2.195889;0;0;3.653611;36
2;4.351742;destroy;0;9;-0.1242279;-0.37516;0.592509;0.6411846;2.16922;0;3.279346;3.278091;36
2;4.538639;destroy;0;9;-0.1242279;-0.37516;0.7934761;0.5000094;2.485621;0;2.547382;2.534734;36
2;4.572628;destroy;0;9;-0.1242279;-0.37516;0.2131025;0.4480602;2.512544;0;3.092083;3.080394;36
2;4.691612;instantiate;0;10;-0.1242279;-0.37516;0.7201793;0.9275614;2.526623;0;0;3.572018;37
2;5.167603;instantiate;0;11;-0.1242279;-0.37516;0.6208825;0.6942335;2.499829;0;0;3.346694;38
2;5.524437;destroy;0;11;-0.1242279;-0.37516;0.6252407;0.8264778;2.223964;0;3.1054;3.101735;38
2;5.592525;instantiate;0;12;-0.1242279;-0.37516;0.1645624;0.8009813;2.732606;0;0;3.329463;39
2;6.204681;destroy;0;13;-0.1242279;-0.37516;0.4943558;0.185323;2.268477;0;3.258396;3.251575;39
2;6.323589;destroy;0;13;-0.1242279;-0.37516;0.7683532;0.2690977;2.605763;0;2.884163;2.86857;39
2;7.292866;destroy;0;13;-0.1242279;-0.37516;0.06202635;0.7748401;2.195418;0;3.425072;3.411481;39
2;7.924938;destroy;0;13;-0.1242279;-0.37516;0.7612197;0.4505966;2.195889;0;3.658138;3.653611;39
2;8.265228;destroy;0;13;-0.1242279;-0.37516;0.718079;0.3180472;2.526623;0;3.573616;3.572018;39
2;8.52013;destroy;0;13;-0.1242279;-0.37516;0.5473536;0.5059766;2.499829;0;3.352528;3.346694;39
2;8.927986;destroy;0;13;-0.1242279;-0.37516;0.2016918;0.1369108;2.732606;0;3.335461;3.329463;39
3;0;instantiate;0;0;-0.1242279;-0.37516;0.7231427;0.05383191;3.164446;0;0;2.719165;40
3;0.5777054;instantiate;0;1;-0.1242279;-0.37516;0.3923804;0.5156399;2.595141;0;0;3.70627;41
3;1.053589;instantiate;0;2;-0.1242279;-0.37516;0.9162918;0.1226728;2.534961;0;0;3.050219;42
3;1.529991;instantiate;0;3;-0.1242279;-0.37516;0.1397789;0.4133368;2.000245;0;0;3.027851;43
3;2.107819;instantiate;0;4;-0.1242279;-0.37516;0.9325271;0.8972354;2.277007;0;0;2.797082;44
3;2.719505;destroy;0;4;-0.1242279;-0.37516;0.5569992;0.6052749;3.164446;0;2.719505;2.719165;44
3;2.736473;instantiate;0;5;-0.1242279;-0.37516;0.6895447;0.860061;2.929072;0;0;2.777531;45
3;3.229568;instantiate;0;6;-0.1242279;-0.37516;0.654738;0.6112194;3.31455;0;0;3.669959;46
3;3.888809;instantiate;0;7;-0.1242279;-0.37516;0.5367589;0.3848287;3.211754;0;0;4.257703;47
3;4.131821;destroy;0;7;-0.1242279;-0.37516;0.9307505;0.8007692;2.534961;0;3.078232;3.050219;47
3;4.300224;destroy;0;7;-0.1242279;-0.37516;0.4351939;0.5078345;2.595141;0;3.722519;3.70627;47
3;4.622498;destroy;0;7;-0.1242279;-0.37516;0.2537141;0.3426304;2.000245;0;3.092506;3.027851;47
3;4.622498;instantiate;0;8;-0.1242279;-0.37516;0.2975633;0.8930062;2.160441;0;0;3.72734;48
3;4.919601;destroy;0;8;-0.1242279;-0.37516;0.8512748;0.5723972;2.277007;0;2.811783;2.797082;48
3;5.227219;instantiate;0;9;-0.1242279;-0.37516;0.5677556;0.4166281;3.437828;0;0;3.439927;49
3;5.52108;destroy;0;9;-0.1242279;-0.37516;0.7482123;0.8790695;2.929072;0;2.784607;2.777531;49
3;5.894028;instantiate;0;10;-0.1242279;-0.37516;0.6935794;0.4078643;2.426191;0;0;2.907026;50
3;6.498047;instantiate;0;11;-0.1242279;-0.37516;0.07254997;0.2624755;2.046806;0;0;3.244709;51
3;6.905777;destroy;0;11;-0.1242279;-0.37516;0.8379149;0.3622322;3.31455;0;3.676208;3.669959;51
3;6.990654;instantiate;0;12;-0.1242279;-0.37516;0.4394454;0.2290087;2.676303;0;0;2.72679;52
3;8.153931;destroy;0;13;-0.1242279;-0.37516;0.2835523;0.239691;3.211754;0;4.265121;4.257703;52
3;8.358238;destroy;0;13;-0.1242279;-0.37516;0.07237133;0.6449032;2.160441;0;3.735741;3.72734;52
3;8.681038;destroy;0;13;-0.1242279;-0.37516;0.1736641;0.6384009;3.437828;0;3.453819;3.439927;52
3;8.817055;destroy;0;13;-0.1242279;-0.37516;0.7286798;0.8428998;2.426191;0;2.923027;2.907026;52
3;9.718025;destroy;0;13;-0.1242279;-0.37516;0.4246791;0.9299782;2.676303;0;2.727371;2.72679;52
3;9.751976;destroy;0;13;-0.1242279;-0.37516;0.2434117;0.08445191;2.046806;0;3.253929;3.244709;52
4;0;instantiate;0;0;-0.1242279;-0.37516;0.4573335;0.9316755;3.389992;0;0;3.764112;53
4;0.527626;instantiate;0;1;-0.1242279;-0.37516;0.6135399;0.9159844;3.274464;0;0;3.43815;54
4;1.156883;instantiate;0;2;-0.1242279;-0.37516;0.5352383;0.8648496;2.662882;0;0;4.265952;55
4;1.735748;instantiate;0;3;-0.1242279;-0.37516;0.5774373;0.2761112;3.08123;0;0;3.334509;56
4;2.347763;instantiate;0;4;-0.1242279;-0.37516;0.6145807;0.131425;2.095299;0;0;3.250284;57
4;2.925987;instantiate;0;5;-0.1242279;-0.37516;0.5305169;0.5796044;2.879907;0;0;4.002154;58
4;3.384926;instantiate;0;6;-0.1242279;-0.37516;0.6861932;0.2522179;2.168128;0;0;3.020662;59
4;3.775833;destroy;0;6;-0.1242279;-0.37516;0.4013894;0.2150275;3.389992;0;3.775833;3.764112;59
4;3.843735;instantiate;0;7;-0.1242279;-0.37516;0.2705985;0.3470712;2.097469;0;0;2.986678;60
4;3.979675;destroy;0;7;-0.1242279;-0.37516;0.8709052;0.5592023;3.274464;0;3.452049;3.43815;60
4;4.353485;instantiate;0;8;-0.1242279;-0.37516;0.9440694;0.2787037;2.064546;0;0;4.578793;61
4;4.846291;instantiate;0;9;-0.1242279;-0.37516;0.0822995;0.09929889;2.789761;0;0;3.985374;62
4;5.084274;destroy;0;9;-0.1242279;-0.37516;0.5648932;0.1704077;3.08123;0;3.348526;3.334509;62
4;5.424126;destroy;0;9;-0.1242279;-0.37516;0.3950507;0.2679318;2.662882;0;4.267242;4.265952;62
4;5.441116;instantiate;0;10;-0.1242279;-0.37516;0.5075392;0.08972242;2.492623;0;0;3.582902;63
4;5.611015;destroy;0;10;-0.1242279;-0.37516;0.6979201;0.3270488;2.095299;0;3.263252;3.250284;63
4;5.950844;instantiate;0;11;-0.1242279;-0.37516;0.06671157;0.8558143;3.386924;0;0;3.773136;64
4;6.409584;destroy;0;11;-0.1242279;-0.37516;0.8567743;0.07573017;2.168128;0;3.024658;3.020662;64
4;6.409584;instantiate;0;12;-0.1242279;-0.37516;0.5648258;0.7035334;3.462159;0;0;3.668073;65
4;6.834351;destroy;0;12;-0.1242279;-0.37516;0.2965998;0.3756352;2.097469;0;2.990616;2.986678;65
4;6.936249;destroy;0;12;-0.1242279;-0.37516;0.9372945;0.9333335;2.879907;0;4.010262;4.002154;65
4;8.839966;destroy;0;13;-0.1242279;-0.37516;0.06204104;0.7859395;2.789761;0;3.993675;3.985374;65
4;8.941963;destroy;0;13;-0.1242279;-0.37516;0.9306709;0.3907738;2.064546;0;4.588478;4.578793;65
4;9.026886;destroy;0;13;-0.1242279;-0.37516;0.7162719;0.3171343;2.492623;0;3.58577;3.582902;65
4;9.740479;destroy;0;13;-0.1242279;-0.37516;0.2357561;0.2339545;3.386924;0;3.789635;3.773136;65
4;10.08112;destroy;0;13;-0.1242279;-0.37516;0.7621689;0.4717233;3.462159;0;3.671532;3.668073;65
